"@sourceA","fname_c1@sourceA","fname_c2@sourceA","lname_c1@sourceA","lname_c2@sourceA","by@sourceA","bm@sourceA","bd@sourceA","@sourceB","fname_c1@sourceB","fname_c2@sourceB","lname_c1@sourceB","lname_c2@sourceB","by@sourceB","bm@sourceB","bd@sourceB","Confidence"
"233","MANFRED","NA","WERNER","NA","1954","3","14","233","MANFRED","NA","WERNER","NA","1954","3","14","100"
"234","OLIVER","NA","ZIMMERMANN","NA","1960","11","13","234","OLIVER","NA","ZIMMERMANN","NA","1960","11","13","100"
"235","HORST","NA","SCHMIDT","NA","1952","9","27","235","HORST","NA","SCHMIDT","NA","1952","9","27","100"
"236","THOMAS","NA","SCHMIDT","NA","1971","5","9","236","THOMAS","NA","SCHMIDT","NA","1971","5","9","100"
"237","MICHAEL","NA","SCHWARZ","NA","1972","3","27","237","MICHAEL","NA","SCHWARZ","NA","1972","3","27","100"
"238","KARL","NA","MAIER","NA","1964","11","29","238","KARL","NA","MAIER","NA","1964","11","29","100"
"239","MANFRED","NA","WEBER","NA","1934","2","9","239","MANFRED","NA","WEBER","NA","1934","2","9","100"
"240","SVEN","NA","KRUEGER","NA","1992","1","22","240","SVEN","NA","KRUEGER","NA","1992","1","22","100"
"241","HEINZ","NA","POHL","NA","1992","8","6","241","HEINZ","NA","POHL","NA","1992","8","6","100"
"242","HANS","NA","SCHULTE","NA","1964","10","1","242","HANS","NA","SCHULTE","NA","1964","10","1","100"
"243","ROBERT","NA","SCHROEDER","NA","2001","12","64","243","ROBERT","NA","SCHROEDER","NA","2001","12","64","100"
"244","JOACHIM","NA","MARTIN","NA","2006","5","28","244","JOACHIM","NA","MARTIN","NA","2006","5","28","100"
"245","HEINRICH","CHRISTIAN","STEIN","NA","1946","6","28","245","HEINRICH","CHRISTIAN","STEIN","NA","1946","6","28","100"
"246","OLIVER","NA","SCHREIBER","NA","1957","5","15","246","OLIVER","NA","SCHREIBER","NA","1957","5","15","100"
"247","PETER","NA","GROSS","NA","1980","4","21","247","PETER","NA","GROSS","NA","1980","4","21","100"
"248","PETER","NA","WINKLER","NA","1986","12","14","248","PETER","NA","WINKLER","NA","1986","12","14","100"
"249","HARALD","NA","BAUER","NA","1986","1","5","249","HARALD","NA","BAUER","NA","1986","1","5","100"
"250","THOMAS","NA","ROTH","NA","1973","3","25","250","THOMAS","NA","ROTH","NA","1973","3","25","100"
"251","ANDREAS","NA","SCHULTE","NA","1962","2","18","251","ANDREAS","NA","SCHULTE","NA","1962","2","18","100"
"252","KLAUS","NA","SCHROEDER","NA","1969","7","29","252","KLAUS","NA","SCHROEDER","NA","1969","7","29","100"
"253","ANDRE","NA","SCHREIBER","NA","1981","9","23","253","ANDRE","NA","SCHREIBER","NA","1981","9","23","100"
"254","HEINRICH","NA","WEBER","NA","2008","5","30","254","HEINRICH","NA","WEBER","NA","2008","5","30","100"
"255","ROBERT","NA","LANG","NA","1946","8","16","255","ROBERT","NA","LANG","NA","1946","8","16","100"
"256","STEFAN","NA","ENGEL","NA","1951","10","15","256","STEFAN","NA","ENGEL","NA","1951","10","15","100"
"257","CHRISTIAN","NA","MUELLER","NA","1973","5","25","257","CHRISTIAN","NA","MUELLER","NA","1973","5","25","100"
"258","HERMANN","NA","RICHTER","NA","1995","1","31","258","HERMANN","NA","RICHTER","NA","1995","1","31","100"
"259","ALFRED","NA","FISCHER","KOEHLER","1939","11","10","259","ALFRED","NA","FISCHER","KOEHLER","1939","11","10","100"
"260","PAUL","NA","LEHMANN","NA","1968","5","27","260","PAUL","NA","LEHMANN","NA","1968","5","27","100"
"261","THORSTEN","NA","MUELLER","NA","1969","9","9","261","THORSTEN","NA","MUELLER","NA","1969","9","9","100"
"262","MATTHIAS","NA","HUBER","NA","1955","12","10","262","MATTHIAS","NA","HUBER","NA","1955","12","10","100"
"263","MARCO","NA","HUBER","NA","1942","12","27","263","MARCO","NA","HUBER","NA","1942","12","27","100"
"264","KLAUS","NA","SCHROEDER","NA","1993","12","29","264","KLAUS","NA","SCHROEDER","NA","1993","12","29","100"
"265","CHRISTIAN","NA","GROSS","NA","1932","12","7","265","CHRISTIAN","NA","GROSS","NA","1932","12","7","100"
"266","HOLGER","HEINRICH","FUCHS","NA","1929","12","2","266","HOLGER","HEINRICH","FUCHS","NA","1929","12","2","100"
"267","CHRISTIAN","RENE","DIETRICH","NA","1952","7","12","267","CHRISTIAN","RENE","DIETRICH","NA","1952","7","12","100"
"268","MICHAEL","NA","WALTER","NA","1970","7","2","268","MICHAEL","NA","WALTER","NA","1970","7","2","100"
"269","JOACHIM","CHRISTIAN","WAGNER","NA","1999","12","8","269","JOACHIM","CHRISTIAN","WAGNER","NA","1999","12","8","100"
"270","ULRICH","NA","SCHMITT","NA","1961","3","22","270","ULRICH","NA","SCHMITT","NA","1961","3","22","100"
"271","RALF","NA","WALTER","NA","1966","7","21","271","RALF","NA","WALTER","NA","1966","7","21","100"
"272","GUENTHER","HELMUT","BRAUN","NA","1950","19","5","272","GUENTHER","HELMUT","BRAUN","NA","1950","19","5","100"
"273","JAN","NA","SAIER","NA","1939","9","22","273","JAN","NA","SAIER","NA","1939","9","22","100"
"274","GUENTHER","NA","ERNST","NA","1966","11","21","274","GUENTHER","NA","ERNST","NA","1966","11","21","100"
"275","WOLFGANG","NA","MOELLER","NA","1965","5","22","275","WOLFGANG","NA","MOELLER","NA","1965","5","22","100"
"276","PETER","NA","HOFFMANN","NA","1974","1","26","276","PETER","NA","HOFFMANN","NA","1974","1","26","100"
"277","UWE","NA","KAISER","NA","2003","3","19","277","UWE","NA","KAISER","NA","2003","3","19","100"
"278","MICHAEL","NA","MUELLER","NA","1975","3","9","278","MICHAEL","NA","MUELLER","NA","1975","3","9","100"
"279","MANFRED","NA","HUBER","NA","1933","1","23","279","MANFRED","NA","HUBER","NA","1933","1","23","100"
"280","VOLKER","NA","SCHOLZ","NA","1976","9","8","280","VOLKER","NA","SCHOLZ","NA","1976","9","8","100"
"281","WILHELM","NA","LEHMANN","NA","1937","10","4","281","WILHELM","NA","LEHMANN","NA","1937","10","4","100"
"282","ANDREAS","NA","ZIMMERMANN","NA","1967","11","28","282","ANDREAS","NA","ZIMMERMANN","NA","1967","11","28","100"
"283","MATTHIAS","NA","BRAUN","NA","1943","9","7","283","MATTHIAS","NA","BRAUN","NA","1943","9","7","100"
"284","HORST","GERGARD","KOCH","NA","1957","2","6","284","HORST","GERGARD","KOCH","NA","1957","2","6","100"
"284","HORST","GERGARD","KOCH","NA","1957","2","6","2919","HORST","GERHARD","KOCH","NA","1957","2","6","100"
"285","CARSTEN","NA","FUCHS","NA","2005","8","4","285","CARSTEN","NA","FUCHS","NA","2005","8","4","100"
"286","WERNER","MICHAEL","HUBER","NA","1994","2","8","286","WERNER","MICHAEL","HUBER","NA","1994","2","8","100"
"287","GUENTHER","NA","SCHMIDT","NA","1947","3","25","287","GUENTHER","NA","SCHMIDT","NA","1947","3","25","100"
"288","CHRISTIAN","NA","HOFFMANN","NA","1968","8","20","288","CHRISTIAN","NA","HOFFMANN","NA","1968","8","20","100"
"289","OLAF","NA","SCHNEIDER","NA","1981","11","18","289","OLAF","NA","SCHNEIDER","NA","1981","11","18","100"
"290","OLIVER","NA","KRAUSE","NA","1993","10","21","290","OLIVER","NA","KRAUSE","NA","1993","10","21","100"
"291","WILHELM","NA","BRAUN","NA","1996","3","17","291","WILHELM","NA","BRAUN","NA","1996","3","17","100"
"292","HELMUT","NA","SCHNEIDER","NA","1939","1","20","292","HELMUT","NA","SCHNEIDER","NA","1939","1","20","100"
"293","NILS","NA","WEBER","NA","1944","10","28","293","NILS","NA","WEBER","NA","1944","10","28","100"
"294","NORBERT","NA","SCHULTE","NA","1990","5","23","294","NORBERT","NA","SCHULTE","NA","1990","5","23","100"
"295","HANS","NA","MEYER","NA","1973","9","10","295","HANS","NA","MEYER","NA","1973","9","10","100"
"296","PETER","NA","SCHMIDT","NA","1979","1","8","296","PETER","NA","SCHMIDT","NA","1979","1","8","100"
"297","WILHELM","NA","MUELLER","NA","1986","2","2","297","WILHELM","NA","MUELLER","NA","1986","2","2","100"
"298","ANDREAS","NA","MAYER","NA","1961","8","7","298","ANDREAS","NA","MAYER","NA","1961","8","7","100"
"299","PETEIR","NA","KOEHLER","NA","1952","10","17","299","PETEIR","NA","KOEHLER","NA","1952","10","17","100"
"300","HELMUT","NA","MAYER","NA","1965","7","23","300","HELMUT","NA","MAYER","NA","1965","7","23","100"
"301","THOMAS","NA","BOEHM","NA","1964","1","10","301","THOMAS","NA","BOEHM","NA","1964","1","10","100"
"302","ERNST","NA","BRAUN","NA","1964","7","26","302","ERNST","NA","BRAUN","NA","1964","7","26","100"
"303","PETER","NA","KRAUS","NA","1957","6","3","303","PETER","NA","KRAUS","NA","1957","6","3","100"
"304","JUERGEN","NA","MUELLER","NA","1985","6","23","304","JUERGEN","NA","MUELLER","NA","1985","6","23","100"
"305","THORSTEN","NA","KOCH","NA","1939","13","19","305","THORSTEN","NA","KOCH","NA","1939","13","19","100"
"306","ALEXANDER","NA","ROTH","NA","1934","12","1","306","ALEXANDER","NA","ROTH","NA","1934","12","1","100"
"307","THORSTEN","NA","KRUEGER","NA","1940","8","20","307","THORSTEN","NA","KRUEGER","NA","1940","8","20","100"
"308","HERMANN","NA","LORENZ","NA","1953","10","17","308","HERMANN","NA","LORENZ","NA","1953","10","17","100"
"309","THOMAS","NA","SCHAEFER","NA","1948","8","2","309","THOMAS","NA","SCHAEFER","NA","1948","8","2","100"
"310","ANDRE","NA","SCHNEIDER","NA","1934","4","11","310","ANDRE","NA","SCHNEIDER","NA","1934","4","11","100"
"311","MICHAEL","NA","MUELLER","NA","1973","3","2","311","MICHAEL","NA","MUELLER","NA","1973","3","2","100"
"312","MANFRED","NA","HARTMANN","NA","1996","8","22","312","MANFRED","NA","HARTMANN","NA","1996","8","22","100"
"313","THOMAS","NA","SCHNEIDER","NA","1997","1","20","313","THOMAS","NA","SCHNEIDER","NA","1997","1","20","100"
"314","KLAUS","NA","SCHMIDT","NA","1994","1","31","314","KLAUS","NA","SCHMIDT","NA","1994","1","31","100"
"315","PAUL","NA","MARTIN","NA","2008","2","26","315","PAUL","NA","MARTIN","NA","2008","2","26","100"
"316","UWE","THOMAS","GROSS","NA","1963","12","18","316","UWE","THOMAS","GROSS","NA","1963","12","18","100"
"317","THOMAS","NA","SCHMID","NA","1993","3","5","317","THOMAS","NA","SCHMID","NA","1993","3","5","100"
"318","ANDREAS","NA","WEBER","NA","1967","2","21","318","ANDREAS","NA","WEBER","NA","1967","2","21","100"
"319","ERWIN","ROLF","ZIMMERMANN","NA","1995","10","28","319","ERWIN","ROLF","ZIMMERMANN","NA","1995","10","28","100"
"320","PETER","NA","HARTMANN","NA","1957","2","19","320","PETER","NA","HARTMANN","NA","1957","2","19","100"
"321","MICHAEL","NA","WEBER","NA","1962","11","10","321","MICHAEL","NA","WEBER","NA","1962","11","10","100"
"322","JUERGEN","NA","WOLFF","NA","1939","7","24","322","JUERGEN","NA","WOLFF","NA","1939","7","24","100"
"323","ANDREAS","NA","KRUEGER","NA","1967","13","10","323","ANDREAS","NA","KRUEGER","NA","1967","13","10","100"
"324","KLAUS","NA","BAUER","NA","2000","5","15","324","KLAUS","NA","BAUER","NA","2000","5","15","100"
"325","MICHAEL","NA","SCHMIDT","NA","1944","5","20","325","MICHAEL","NA","SCHMIDT","NA","1944","5","20","100"
"326","FRANK","NA","FRANKE","NA","1929","5","17","326","FRANK","NA","FRANKE","NA","1929","5","17","100"
"327","STEFAN","NA","BAUER","NA","2004","12","19","327","STEFAN","NA","BAUER","NA","2004","12","19","100"
"328","ROELF","NA","SCHAEFER","NA","1939","7","22","328","ROELF","NA","SCHAEFER","NA","1939","7","22","100"
"329","STEFAN","NA","HUBER","NA","1933","5","27","329","STEFAN","NA","HUBER","NA","1933","5","27","100"
"330","WILHELM","NA","SCHMIDT","NA","1952","5","15","330","WILHELM","NA","SCHMIDT","NA","1952","5","15","100"
"331","SVEN","PETER","WEBER","NA","1964","11","17","331","SVEN","PETER","WEBER","NA","1964","11","17","100"
"332","WOLFGANG","NA","WEISS","NA","1943","12","13","332","WOLFGANG","NA","WEISS","NA","1943","12","13","100"
"333","DANIEL","NA","HOFMANN","NA","1978","11","15","333","DANIEL","NA","HOFMANN","NA","1978","11","15","100"
"334","ANDREAS","NA","MAYER","NA","1940","6","21","334","ANDREAS","NA","MAYER","NA","1940","6","21","100"
"335","WERNER","NA","MOELLER","NA","1946","6","7","335","WERNER","NA","MOELLER","NA","1946","6","7","100"
"336","PETER","NA","MUELLER","NA","1950","4","2","336","PETER","NA","MUELLER","NA","1950","4","2","100"
"337","WOLFGANG","NA","MEYER","NA","1977","10","2","337","WOLFGANG","NA","MEYER","NA","1977","10","2","100"
"338","PETER","UWE","KLEIN","NA","1962","4","25","338","PETER","UWE","KLEIN","NA","1962","4","25","100"
"339","HEIKO","NA","SCHNEIDER","NA","1931","8","24","339","HEIKO","NA","SCHNEIDER","NA","1931","8","24","100"
"340","PETER","NA","ALBRECHT","NA","1941","2","15","340","PETER","NA","ALBRECHT","NA","1941","2","15","100"
"341","JOACHIM","NA","SCHULZ","NA","1947","4","10","341","JOACHIM","NA","SCHULZ","NA","1947","4","10","100"
"342","JOACHIM","NA","SCHMIDT","NA","1986","4","23","342","JOACHIM","NA","SCHMIDT","NA","1986","4","23","100"
"343","ALEXANDER","NA","BAUMANN","NA","1957","9","7","343","ALEXANDER","NA","BAUMANN","NA","1957","9","7","100"
"344","HANS","NA","WALTER","NA","1964","4","12","344","HANS","NA","WALTER","NA","1964","4","12","100"
"345","HARALD","NA","JUNG","NA","1952","8","28","345","HARALD","NA","JUNG","NA","1952","8","28","100"
"346","HORSST","NA","KUHN","NA","1959","12","4","346","HORSST","NA","KUHN","NA","1959","12","4","100"
"347","STEFAN","NA","PETERS","NA","1999","5","14","347","STEFAN","NA","PETERS","NA","1999","5","14","100"
"348","WALTER","NA","HOFFMANN","NA","1968","1","22","348","WALTER","NA","HOFFMANN","NA","1968","1","22","100"
"349","WILHELM","NA","LUDWIG","NA","1997","3","23","349","WILHELM","NA","LUDWIG","NA","1997","3","23","100"
"350","BERNHD","NA","KRUEGER","NA","1968","5","17","350","BERNHD","NA","KRUEGER","NA","1968","5","17","100"
"351","CARSTEN","NA","MARTIN","NA","1990","3","2","351","CARSTEN","NA","MARTIN","NA","1990","3","2","100"
"352","JOERG","NA","WERNER","NA","1961","7","22","352","JOERG","NA","WERNER","NA","1961","7","22","100"
"353","NORBERT","NA","BERGMANN","NA","1964","5","14","353","NORBERT","NA","BERGMANN","NA","1964","5","14","100"
"354","JENS","NA","SCHNEIDER","NA","1963","7","28","354","JENS","NA","SCHNEIDER","NA","1963","7","28","100"
"355","MARTIN","NA","BECKER","NA","1931","9","23","355","MARTIN","NA","BECKER","NA","1931","9","23","100"
"356","SIEGFRIED","ANDREAS","BRAUN","NA","1955","2","8","356","SIEGFRIED","ANDREAS","BRAUN","NA","1955","2","8","100"
"357","MICHAEL","NA","HOFMANN","NA","1931","7","1","357","MICHAEL","NA","HOFMANN","NA","1931","7","1","100"
"358","JAN","NA","BECKER","NA","1984","3","28","358","JAN","NA","BECKER","NA","1984","3","28","100"
"359","WERNMER","NA","KUEHN","NA","1977","6","23","359","WERNMER","NA","KUEHN","NA","1977","6","23","100"
"360","STEFAN","NA","MAYER","NA","1950","9","24","360","STEFAN","NA","MAYER","NA","1950","9","24","100"
"361","GERHARD","NA","LANGE","NA","1961","3","8","361","GERHARD","NA","LANGE","NA","1961","3","8","100"
"362","FRANK","NA","HAAS","NA","1957","3","9","362","FRANK","NA","HAAS","NA","1957","3","9","100"
"363","FLORIAN","NA","MEIER","NA","2002","1","9","363","FLORIAN","NA","MEIER","NA","2002","1","9","100"
"364","ALFRED","NA","ZIEGLER","NA","1946","4","11","364","ALFRED","NA","ZIEGLER","NA","1946","4","11","100"
"365","STEFAN","NA","SCHULTE","NA","1995","3","22","365","STEFAN","NA","SCHULTE","NA","1995","3","22","100"
"366","HEINZ","NA","FISCHER","NA","1980","4","26","366","HEINZ","NA","FISCHER","NA","1980","4","26","100"
"367","ANDREAS","NA","HEINRICH","NA","1947","9","6","367","ANDREAS","NA","HEINRICH","NA","1947","9","6","100"
"368","HELMUT","NA","KLEIN","NA","1968","3","27","368","HELMUT","NA","KLEIN","NA","1968","3","27","100"
"369","ANDREAS","NA","KLEIN","NA","1931","4","24","369","ANDREAS","NA","KLEIN","NA","1931","4","24","100"
"370","MANFRED","NA","MUELLER","NA","1927","3","20","370","MANFRED","NA","MUELLER","NA","1927","3","20","100"
"371","HORST","NA","FISCHER","NA","1939","6","17","371","HORST","NA","FISCHER","NA","1939","6","17","100"
"372","GERHARD","NA","BECKER","NA","1957","4","27","372","GERHARD","NA","BECKER","NA","1957","4","27","100"
"373","FRANK","NA","BAUER","NA","1996","4","16","373","FRANK","NA","BAUER","NA","1996","4","16","100"
"374","UWE","NA","MAIER","NA","1935","2","28","374","UWE","NA","MAIER","NA","1935","2","28","100"
"375","CARSTEN","NA","SCHNEIDER","NA","1944","1","22","375","CARSTEN","NA","SCHNEIDER","NA","1944","1","22","100"
"376","CARSTEN","NA","HARTMANN","NA","1962","2","18","376","CARSTEN","NA","HARTMANN","NA","1962","2","18","100"
"377","THORSTEN","HEINZ","HUBER","NA","1947","12","26","377","THORSTEN","HEINZ","HUBER","NA","1947","12","26","100"
"378","KLAUS","NA","FISCHER","NA","1988","1","16","378","KLAUS","NA","FISCHER","NA","1988","1","16","100"
"379","NILS","NA","LEHMANN","NA","1948","8","29","379","NILS","NA","LEHMANN","NA","1948","8","29","100"
"380","MARTIN","NA","MUELLDR","NA","1977","5","27","380","MARTIN","NA","MUELLDR","NA","1977","5","27","100"
"381","HEINZ","NA","HARTMANN","NA","1937","7","20","381","HEINZ","NA","HARTMANN","NA","1937","7","20","100"
"382","HORST","NA","MEYER","NA","1991","7","12","382","HORST","NA","MEYER","NA","1991","7","12","100"
"383","CARSTEN","NA","SCHAEFER","NA","2006","1","27","383","CARSTEN","NA","SCHAEFER","NA","2006","1","27","100"
"384","OLIVER","NA","FRANKE","NA","1944","9","14","384","OLIVER","NA","FRANKE","NA","1944","9","14","100"
"385","MARTIN","NA","WEBER","NA","1929","9","20","385","MARTIN","NA","WEBER","NA","1929","9","20","100"
"386","KAI","NA","BRAUN","NA","1993","4","25","386","KAI","NA","BRAUN","NA","1993","4","25","100"
"387","HELMUT","NA","MEYER","NA","1953","5","3","387","HELMUT","NA","MEYER","NA","1953","5","3","100"
"388","STEFAN","NA","BECKER","NA","2005","12","15","388","STEFAN","NA","BECKER","NA","2005","12","15","100"
"389","GERHARD","NA","KLEIN","NA","1931","5","16","389","GERHARD","NA","KLEIN","NA","1931","5","16","100"
"390","MICHAEL","NA","HERRMANN","NA","2006","7","17","390","MICHAEL","NA","HERRMANN","NA","2006","7","17","100"
"391","MARIO","NA","KAISER","NA","2006","9","17","391","MARIO","NA","KAISER","NA","2006","9","17","100"
"392","JUERGEN","NA","PETERS","NA","1976","9","1","392","JUERGEN","NA","PETERS","NA","1976","9","1","100"
"393","UWE","ANDREAS","POHL","NA","1999","4","27","393","UWE","ANDREAS","POHL","NA","1999","4","27","100"
"394","ANDREAS","KLAUS","MEYER","NA","1982","5","23","394","ANDREAS","KLAUS","MEYER","NA","1982","5","23","100"
"395","SVEN","NA","SCHNEIDER","NA","1928","5","20","395","SVEN","NA","SCHNEIDER","NA","1928","5","20","100"
"396","SVEN","NA","SCHWARZ","NA","1980","6","2","396","SVEN","NA","SCHWARZ","NA","1980","6","2","100"
"397","JUERGEN","NA","ERNST","NA","1950","6","18","397","JUERGEN","NA","ERNST","NA","1950","6","18","100"
"398","DIETER","NA","SCHAEFER","NA","1952","12","12","398","DIETER","NA","SCHAEFER","NA","1952","12","12","100"
"399","GUENTHER","NA","THOMAS","NA","2004","2","17","399","GUENTHER","NA","THOMAS","NA","2004","2","17","100"
"400","THORSTEN","NA","BRAUN","NA","1946","2","13","400","THORSTEN","NA","BRAUN","NA","1946","2","13","100"
"401","HANS","NA","WEBER","NA","2008","5","23","401","HANS","NA","WEBER","NA","2008","5","23","100"
"402","FRIEDRICH","NA","MEYER","NA","1986","7","6","402","FRIEDRICH","NA","MEYER","NA","1986","7","6","100"
"403","MANFRED","NA","MEYER","NA","1972","6","13","403","MANFRED","NA","MEYER","NA","1972","6","13","100"
"404","JOACHIM","NA","ENGEL","NA","1948","6","18","404","JOACHIM","NA","ENGEL","NA","1948","6","18","100"
"405","JUERGEN","NA","SCHMITZ","NA","1949","9","28","405","JUERGEN","NA","SCHMITZ","NA","1949","9","28","100"
"406","UWE","NA","LANG","NA","1973","10","31","406","UWE","NA","LANG","NA","1973","10","31","100"
"407","JAN","NA","MARTIN","NA","1958","6","19","407","JAN","NA","MARTIN","NA","1958","6","19","100"
"408","SEBASTIAN","NA","KRAUSE","NA","1989","1","6","408","SEBASTIAN","NA","KRAUSE","NA","1989","1","6","100"
"409","MARTIN","NA","KOCH","NA","1944","11","30","409","MARTIN","NA","KOCH","NA","1944","11","30","100"
"410","DETLEF","NA","BUSCH","NA","1967","4","18","410","DETLEF","NA","BUSCH","NA","1967","4","18","100"
"411","GERHARD","NA","WALTER","NA","1972","5","30","411","GERHARD","NA","WALTER","NA","1972","5","30","100"
"412","HERBERT","NA","BAUER","NA","2008","8","20","412","HERBERT","NA","BAUER","NA","2008","8","20","100"
"413","CARSTEN","NA","WAGNER","NA","1934","4","21","413","CARSTEN","NA","WAGNER","NA","1934","4","21","100"
"414","KLAUS","NA","WAGNER","NA","1955","6","23","414","KLAUS","NA","WAGNER","NA","1955","6","23","100"
"415","WERNER","NA","FRANK","NA","1989","6","3","415","WERNER","NA","FRANK","NA","1989","6","3","100"
"416","HELMUT","NA","RICHTER","NA","1941","5","21","416","HELMUT","NA","RICHTER","NA","1941","5","21","100"
"417","JUERGEN","NA","MUELLER","NA","1956","3","7","417","JUERGEN","NA","MUELLER","NA","1956","3","7","100"
"418","ANDREAS","NA","SCHMITT","NA","1961","8","24","418","ANDREAS","NA","SCHMITT","NA","1961","8","24","100"
