                          Output from Link Plus Version 2.0 Sun Dec 27 03:27:32 2015

C:\RegPlus\LinkPlus\Configuration\rRLdata10000.cfg
Data = C:\RegPlus\LinkPlus\data\RLdata10000c.csv
Number of Records = 10000

                                             Linking Process
Direct method is employed
Cutoff Value=10.0

Field for Blocking
dummy

                                         Matching Parameters
           Matching Field   m-prob   u-prob      agree   disagree     matching method
                 fname_c1  0.96000  0.00956    4.19604   -2.92121           first name
                 fname_c2  0.96000  0.86719    0.09254   -1.09229           first name
                 lname_c1  0.97000  0.01723    3.66885   -3.17599            last name
                 lname_c2  0.97000  0.97000    0.00000    0.00000            last name
                       bd  0.95000  0.03268    3.06731   -2.69659       generic string
                       bm  0.95000  0.08309    2.21787   -2.64788       generic string
                       by  0.95000  0.01263    3.93276   -2.71527       generic string
Cutoff Value=10.0

m-prob: The probability that a matching variable agrees given that the comparison pair being examined is a match
u-prob: The probability that a matching variable agrees given that comparison pair being examined as a non-match
agree: The agreement weight assigned for an agreement on a given matching variable
disagree: The disagreement weight assigned for a disagreement on a given matching variable
matching method: The method used for computing the weight on a given matching variable.

                                                Match Report
Sorted by score descently (higher score, higher likelihood of being a matched pair)
                                   Number of Matched Pairs =     898

Linkage ID	Set ID	Record #	   id	  fname_c1	  fname_c2	   lname_c1	  lname_c2	bd	bm	  by	 Class	 Score
       532	   366	    3701	 3701	      SVEN	        NA	      BAUER	        NA	23	 1	1995	     0	  11.7

       533	   365	    1178	 1178	    STEFAN	        NA	     LORENZ	        NA	 8	12	1973		
       533	   365	    1762	 1762	    STEFAN	        NA	     LORENZ	        NA	 8	12	1972	     0	  11.7

       534	   364	     151	  151	    WERNER	        NA	     BECKER	        NA	21	 9	1994		
       534	   364	    4243	 4243	    WERNER	        NA	     BECKER	        NA	14	 9	1965	     0	  11.7

       535	   363	    7074	 7074	   CLAUDIA	        NA	       WOLF	        NA	27	12	1959		
       535	   363	    8776	 8776	   CLAUDIA	        NA	       WOLF	        NA	 2	12	1989	     0	  11.7

       536	   362	    5718	 5718	    ANDREA	        NA	    SCHULZE	        NA	28	10	1979		
       536	   362	    9097	 9097	    ANDREA	        NA	    SCHULZE	        NA	28	10	1973	     0	  11.7

       537	   361	    8595	 8595	    URSULA	        NA	       JUNG	        NA	 9	10	1971		
       537	   361	    8660	 8660	   URSUOLA	        NA	       JUNG	        NA	 9	10	1971	     0	  11.7

       538	   360	    6277	 6277	     HELGA	        NA	   GUENTHER	        NA	 5	 1	1953		
       538	   360	    9734	 9734	     HELGA	        NA	   GUENTHER	        NA	11	 1	1953	     0	  11.6

       539	   359	    1757	 1757	   MICHAEL	        NA	   HERRMANN	        NA	18	11	1997		
       539	   359	    3326	 3326	   MICHAEL	        NA	   HERRMANN	        NA	23	11	1947	     0	  11.6

       540	   358	     147	  147	  THORSTEN	        NA	    RICHTER	        NA	29	12	1962		
       540	   358	    1590	 1590	  THORSTEN	        NA	    RICHTER	        NA	28	12	1967	     0	  11.6

       541	   357	    1832	 1832	    WILLZI	        NA	      ERNST	        NA	29	 6	1959		
       541	   357	    4631	 4631	     WILLI	        NA	      ERNST	        NA	29	 6	1959	     0	  11.6

       542	   356	    2558	 2558	  GUENTHER	        NA	     SCHULZ	        NA	15	 9	1987		
       542	   356	    4491	 4491	  GUENTHER	        NA	     SCHULZ	        NA	21	 2	1987	     0	  11.6

       543	   354	    5344	 5344	   SUSANNE	        NA	      WEBER	        NA	16	 7	1949		
       543	   354	    9530	 9530	   SUSANNE	        NA	      WEBER	        NA	16	 1	1948	     0	  11.6

       544	   354	    9367	 9367	   SUSANNE	        NA	      WEBER	        NA	19	10	1948		
       544	   354	    9530	 9530	   SUSANNE	        NA	      WEBER	        NA	16	 1	1948	     0	  11.6

       545	   353	     510	  510	   JUERGEN	        NA	      MEYER	        NA	15	 5	1976		
       545	   353	    3114	 3114	   JUERGEN	        NA	      MEYER	        NA	15	 8	1988	     0	  11.6

       546	   352	    2103	 2103	   MICHAEL	     HORST	   HARTMANN	        NA	 3	 9	1947		
       546	   352	    4522	 4522	   MICHAEL	     HORSR	   HARTMANN	        NA	 3	 9	1947	     0	  11.6

       547	   351	    6760	 6760	    BIRGIT	        NA	      WEBER	        NA	10	11	1980		
       547	   351	    7619	 7619	    BIRGIT	        NA	      WEBER	        NA	10	16	1980	     0	  11.6

       548	   350	     121	  121	  GUENTHER	        NA	       JUNG	        NA	 6	11	1955		
       548	   350	    1503	 1503	 GUEKNTHER	        NA	       JUNG	        NA	 6	11	1955	     0	  11.6

       549	   349	    6136	 6136	     KARIN	        NA	     WAGNER	        NA	12	12	1999		
       549	   349	    9061	 9061	     KARIN	        NA	     WAGNER	        NA	12	 3	1955	     0	  11.6

       550	   348	    5013	 5013	    NICOLE	        NA	     SCHULZ	        NA	 5	 1	1954		
       550	   348	    9021	 9021	    NICOLE	        NA	     SCHULZ	        NA	30	 1	1953	     0	  11.6

       551	   347	    8415	 8415	 CHRISTINE	        NA	    SCHMIDT	        NA	18	 9	1993		
       551	   347	    9823	 9823	CHRISGTINE	        NA	    SCHMIDT	        NA	18	 9	1993	     0	  11.6

       552	   346	    7416	 7416	      ANNA	        NA	     KAISER	        NA	23	11	1952		
       552	   346	    8079	 8079	      ANNA	        NA	     KAISER	        NA	 8	11	1984	     0	  11.6

       553	   345	    1487	 1487	     HEINZ	 CHRISTIAN	    KRAEMER	        NA	 4	 1	1942		
       553	   345	    2267	 2267	     HEINZ	        NA	    KRAEMER	        NA	17	 1	1965	     0	  11.6

       554	   118	     551	  551	    STEFAN	        NA	    KOEHLER	        NA	12	 1	1985		
       554	   118	    1876	 1876	    STEFAN	        NA	    KOEHLER	        NA	26	 1	1987	     0	  11.6

       555	   343	    5852	 5852	    MONIKA	        NA	     WALTER	        NA	92	11	2000		
       555	   343	    9801	 9801	    MONIKA	        NA	     WALTER	        NA	29	11	2000	     0	  11.5

       556	   342	    8040	 8040	   KATHRIN	      ILSE	      KLEIN	        NA	 1	 8	2003		
       556	   342	    9196	 9196	   KATHRIN	        NA	      KLEIN	        NA	 1	 6	2004	     0	  11.5

       557	   341	    6205	 6205	     GERDA	        NA	      WOLFF	        NA	29	10	1958		
       557	   341	    8941	 8941	     GERDA	        NA	       WOLF	        NA	29	10	1939	     0	  11.5

       558	   340	    3902	 3902	   ANDREAS	        NA	     SCHOLZ	        NA	14	 6	1943		
       558	   340	    4779	 4779	   ANDREAS	      GERD	     SCHOLZ	        NA	21	 6	1964	     0	  11.5

       559	   339	    2519	 2519	    THOMAS	        NA	     SCHMID	        NA	30	10	1956		
       559	   339	    2543	 2543	    THOMAS	        NA	     SCHMID	        NA	26	10	1932	     0	  11.5

       560	   338	    7115	 7115	   URSTULA	        NA	     MARTIN	        NA	 8	 6	1963		
       560	   338	    8824	 8824	    URSULA	        NA	     MARTIN	        NA	 8	 6	1963	     0	  11.5

       561	   337	    3512	 3512	   WALDTER	        NA	  SCHREIBER	        NA	22	 2	1998		
       561	   337	    4767	 4767	    WALTER	        NA	  SCHREIBER	        NA	22	 2	1998	     0	  11.5

       562	   336	    7282	 7282	    URSULA	        NA	    FISCHER	        NA	14	 5	1978		
       562	   336	    7885	 7885	    URSULA	        NA	    FISCHER	        NA	14	 7	1963	     0	  11.5

       563	   335	    6848	 6848	    RENATE	        NA	      WEISS	        NA	25	12	1979		
       563	   335	    8319	 8319	    RENATE	        NA	      WEISS	        NA	 6	12	1989	     0	  11.5

       564	   334	    6922	 6922	    RENATE	        NA	   HERRMANN	        NA	28	 1	2002		
       564	   334	    7403	 7403	    RENATE	        NA	   HERRMANN	        NA	28	12	2002	     0	  11.5

       565	   333	    1739	 1739	      ROLF	        NA	     BECKER	        NA	13	 1	1995		
       565	   333	    2778	 2778	      ROLF	        NA	     BECKER	        NA	 3	 1	1928	     0	  11.5

       566	   332	    8214	 8214	     HELGA	        NA	    MUELOER	        NA	 5	10	1938		
       566	   332	    8823	 8823	     HELGA	        NA	    MUELLER	        NA	 5	10	1938	     0	  11.5

       567	   331	    1574	 1574	     PETER	        NA	     PETERS	        NA	26	11	1937		
       567	   331	    2744	 2744	     PETER	        NA	     PETERS	        NA	27	11	1937	     0	  11.5

       568	   330	    2746	 2746	  WOLFGANG	        NA	     WERNER	        NA	 8	 1	1948		
       568	   330	    3327	 3327	  WOLFGANG	        NA	     WERNER	        NA	 7	 1	1938	     0	  11.5

       569	   329	    1160	 1160	     KLAUS	        NA	     WALTER	        NA	24	 1	1972		
       569	   329	    2397	 2397	     KLAUS	        NA	     WALTER	        NA	18	 1	1968	     0	  11.5

       570	   328	    6304	 6304	    MONIKA	    RENATE	  SCHREIBER	        NA	22	 2	1941		
       570	   328	    9191	 9191	    MONIKA	    RENATE	  SCHREUBER	        NA	22	 2	1941	     0	  11.5

       571	   294	      35	   35	   ANDREAS	        NA	      WEBER	        NA	 1	 3	1955		
       571	   294	    1599	 1599	   ANDREAS	        NA	      WEBER	        NA	19	 3	1947	     0	  11.5

       572	   326	     359	  359	   WERNMER	        NA	      KUEHN	        NA	23	 6	1977		
       572	   326	    4371	 4371	    WERNER	        NA	      KUEHN	        NA	23	 6	1977	     0	  11.4

       573	   325	    8654	 8654	 ANGELHIKA	        NA	     SEIDEL	        NA	29	 6	2004		
       573	   325	    8682	 8682	  ANGELIKA	        NA	     SEIDEL	        NA	29	 6	2004	     0	  11.4

       574	   324	    6152	 6152	    TANJAB	        NA	    ZIEGLER	        NA	26	 3	1936		
       574	   324	    8899	 8899	     TANJA	        NA	    ZIEGLER	        NA	26	 3	1936	     0	  11.4

       575	   323	     882	  882	     PETER	        NA	     WAGNER	        NA	17	 6	1998		
       575	   323	    3126	 3126	    PELTER	        NA	     WAGNER	        NA	17	 6	1998	     0	  11.4

       576	   322	    8674	 8674	    NICOLE	        NA	    SCHMIDT	        NA	16	 8	1998		
       576	   322	    9803	 9803	   NICOTLE	        NA	    SCHMIDT	        NA	16	 8	1998	     0	  11.4

       577	   321	    1277	 1277	    THOMAS	        NA	    FISCHER	        NA	21	11	1942		
       577	   321	    1520	 1520	    THOMAS	        NA	    FISCHER	        NA	16	 4	1942	     0	  11.4

       578	   320	    6806	 6806	      ILSE	        NA	    SCHMIDT	        NA	16	 3	1958		
       578	   320	    7781	 7781	      ILSE	        NA	    SCHMIDT	        NA	16	 4	1953	     0	  11.4

       579	   319	    7044	 7044	  CHRGISTA	        NA	   BERGMANN	        NA	29	 3	1941		
       579	   319	    7983	 7983	   CHRISTA	        NA	   BERGMANN	        NA	29	 3	1941	     0	  11.4

       580	   318	    7580	 7580	 CHRISTINE	        NA	    MUELLER	        NA	18	 7	1937		
       580	   318	    8806	 8806	 CHRISTINE	        NA	    MUELLER	        NA	18	10	1963	     0	  11.4

       581	   317	    9064	 9064	   GERTRUD	        NA	     BECKER	        NA	11	 1	1982		
       581	   317	    9666	 9666	   GERTRUD	        NA	     BECKER	        NA	12	 1	1982	     0	  11.4

       582	   259	     695	  695	      JENS	        NA	    FISCHER	        NA	20	11	1949		
       582	   259	    1325	 1325	      JENS	        NA	    FISCHER	        NA	 5	11	1968	     0	  11.4

       583	   315	    2005	 2005	  MATTHIAS	        NA	     WAGNER	        NA	15	12	1977		
       583	   315	    2101	 2101	  MATTHIAS	        NA	     WAGNER	        NA	27	12	1937	     0	  11.4

       584	   314	    5448	 5448	    SABINE	        NA	    WINKLER	        NA	11	 2	1941		
       584	   314	    9800	 9800	    SABINE	        NA	     WIKLER	        NA	11	 2	1941	     0	  11.4

       585	   313	    6142	 6142	   MARIOQN	        NA	     BRANDT	        NA	23	 6	1946		
       585	   313	    7722	 7722	    MARION	        NA	     BRANDT	        NA	23	 6	1946	     0	  11.4

       586	   312	    8093	 8093	     PETRA	        NA	      WEBER	        NA	20	 6	1970		
       586	   312	    8874	 8874	    PETRHA	        NA	      WEBER	        NA	20	 6	1970	     0	  11.4

       587	   311	    8010	 8010	 ELISABETH	        NA	     BECKER	        NA	11	 1	1985		
       587	   311	    8303	 8303	 ELISABETH	        NA	     BECKER	        NA	 8	 1	1989	     0	  11.4

       588	   310	    3499	 3499	     PETER	        NA	    FISCHER	        NA	12	 8	1966		
       588	   310	    3758	 3758	     PETER	        NA	    FISCHER	        NA	12	 4	1985	     0	  11.4

       589	   309	     765	  765	    STEFAN	        NA	  SCHNEIDER	        NA	 1	 2	1997		
       589	   309	    3639	 3639	    STEFAN	        NA	  SCHNEIDER	        NA	 1	 6	1997	     0	  11.4

       590	   308	    5611	 5611	  GERTRUDD	        NA	       KUHN	        NA	 9	 3	1960		
       590	   308	    9821	 9821	   GERTRUD	        NA	       KUHN	        NA	 9	 3	1960	     0	  11.4

       591	   307	    6585	 6585	    PETWRA	        NA	       HAAS	        NA	24	 2	1953		
       591	   307	    7495	 7495	     PETRA	        NA	       HAAS	        NA	24	 2	1953	     0	  11.4

       592	   306	    5704	 5704	   CHRISTA	        NA	   SCHAEFER	        NA	10	10	1927		
       592	   306	    9912	 9912	   CHRISTA	        NA	   SCHAEFER	        NA	 3	10	1997	     0	  11.4

       593	   305	    2985	 2985	   ANDREAS	        NA	    HOFMANN	        NA	19	 2	1979		
       593	   305	    4139	 4139	   ANDREAS	      KARL	    HOFMANN	        NA	19	12	1954	     0	  11.4

       594	   304	      29	   29	   ANDREAS	        NA	     WALTER	        NA	 6	11	1954		
       594	   304	    1367	 1367	   ANDREAS	        NA	     WALTER	        NA	 9	11	1948	     0	  11.4

       595	   303	    1841	 1841	   JUERGEN	        NA	  SCHNEIDER	        NA	30	 6	1960		
       595	   303	    3732	 3732	   JUERGEN	        NA	  SCHNEIDER	        NA	50	 6	1960	     0	  11.4

       596	    65	    1196	 1196	 ALEXANDER	        NA	    SCHMITZ	        NA	 1	10	1990		
       596	    65	    3662	 3662	 ALEXANDER	        NA	    SCHMITZ	        NA	 1	10	1964	     0	  11.4

       597	   301	    5990	 5990	   GISXELA	        NA	     SEIDEL	        NA	22	 3	1985		
       597	   301	    8061	 8061	    GISELA	        NA	     SEIDEL	        NA	22	 3	1985	     0	  11.4

       598	   300	    6805	 6805	    BIRGIT	        NA	 ZIMMERMANN	        NA	 6	12	1989		
       598	   300	    7893	 7893	    BIRGIT	        NA	 ZIMMERMANN	        NA	 7	12	1989	     0	  11.4

       599	   299	    1100	 1100	     JOERG	        NA	   HARTMANN	        NA	 1	 4	1945		
       599	   299	    1181	 1181	     JOERG	        NA	   HARGMANN	        NA	 1	 4	1945	     0	  11.4

       600	   298	    8829	 8829	CHRISTDINE	        NA	     LUDWIG	        NA	25	 6	1950		
       600	   298	    9066	 9066	 CHRISTINE	        NA	     LUDWIG	        NA	25	 6	1950	     0	  11.3

       601	   297	    1906	 1906	  MATTHIAS	        NA	     BECKER	        NA	 6	 1	1984		
       601	   297	    4352	 4352	  MATTHIAS	        NA	     BECKER	        NA	 7	 1	1997	     0	  11.3

       602	   296	    2209	 2209	   ANDREAS	        NA	    KRUEGER	        NA	25	12	1956		
       602	   296	    2489	 2489	   ANDREAS	        NA	    KRUEGER	        NA	10	12	1967	     0	  11.3

       603	   295	    2628	 2628	   ANDREAS	        NA	    KOEHLER	        NA	 4	11	1977		
       603	   295	    4062	 4062	  ANDREUAS	        NA	    KOEHLER	        NA	 4	11	1977	     0	  11.3

       604	   294	      35	   35	   ANDREAS	        NA	      WEBER	        NA	 1	 3	1955		
       604	   294	    7332	 7332	    ANDREA	        NA	      WEBER	        NA	 1	 3	1968	     0	  11.3

       605	   293	      74	   74	    DIETER	        NA	   HOFFMANN	        NA	24	 1	1959		
       605	   293	    1405	 1405	    DIETER	        NA	   HOFFMANN	        NA	25	 1	1959	     0	  11.3

       606	   291	     333	  333	    DANIEL	        NA	    HOFMANN	        NA	15	11	1978		
       606	   291	    1480	 1480	    DANIEL	        NA	    SCHMKDT	        NA	15	11	1964	     0	  11.3

       607	   291	     138	  138	    DANIEL	        NA	    SCHMIDT	        NA	15	11	1964		
       607	   291	     333	  333	    DANIEL	        NA	    HOFMANN	        NA	15	11	1978	     0	  11.3

       608	   290	    3390	 3390	      SVEN	        NA	    MUELLER	        NA	15	 4	1987		
       608	   290	    3961	 3961	      SVEN	        NA	    MUELLER	        NA	16	 4	1958	     0	  11.3

       609	   289	    7737	 7737	     KARIN	        NA	   HARTMANN	        NA	 4	 1	2001		
       609	   289	    9638	 9638	     KARIN	        NA	   HARTMANN	        NA	 3	 1	2001	     0	  11.2

       610	   288	    1659	 1659	    STEFAN	      JENS	    MUELLER	        NA	26	 3	1938		
       610	   288	    1735	 1735	   STEFAND	      JENS	    MUELLER	        NA	26	 3	1938	     0	  11.2

       611	   287	    2346	 2346	    THOMAS	        NA	      LANGE	        NA	11	12	1932		
       611	   287	    3995	 3995	    THOMAS	        NA	      LANGE	        NA	12	12	1957	     0	  11.2

       612	   286	    7177	 7177	    RENATE	        NA	    KOEHLER	        NA	27	11	1951		
       612	   286	    8026	 8026	   RENAUTE	        NA	    KOEHLER	        NA	27	11	1951	     0	  11.2

       613	   285	    5501	 5501	    RENATE	        NA	  SCHNEIDER	        NA	12	 4	1983		
       613	   285	    6567	 6567	    RENATE	        NA	  SCHNEIDER	        NA	12	 4	1893	     0	  11.2

       614	   284	    8194	 8194	   KATHRIN	        NA	    MUELLER	        NA	21	 8	1995		
       614	   284	    8227	 8227	   KATHRIN	        NA	    MUELLER	        NA	14	 8	1925	     0	  11.2

       615	   283	     208	  208	    STEFAN	        NA	    SCHWARZ	        NA	29	10	1963		
       615	   283	     488	  488	    STEFAN	        NA	    SCHWARZ	        NA	26	10	1963	     0	  11.2

       616	   282	    6100	 6100	      INGE	        NA	      MAIER	        NA	18	12	2006		
       616	   282	    8176	 8176	      INGE	        NA	      MAIDR	        NA	18	12	2006	     0	  11.2

       617	   280	    3809	 3809	      SVEN	        NA	      WOLFF	        NA	10	11	1933		
       617	   280	    7529	 7529	    SABINE	        NA	      WOLFF	        NA	10	11	1927	     0	  11.2

       618	   280	    3809	 3809	      SVEN	        NA	      WOLFF	        NA	10	11	1933		
       618	   280	    9042	 9042	    SABINE	        NA	      WOLFF	        NA	10	11	1957	     0	  11.2

       619	   279	    1087	 1087	   MANFRED	        NA	     SCHULZ	        NA	 9	 1	1989		
       619	   279	    1655	 1655	  MANFJRED	        NA	     SCHULZ	        NA	 9	 1	1989	     0	  11.2

       620	   278	    5639	 5639	   IRMGARD	        NA	    SCHMIDT	        NA	30	12	1935		
       620	   278	    7349	 7349	   IRMGARD	        NA	    SCHMIDT	        NA	 3	12	1935	     0	  11.2

       621	   276	    3847	 3847	      GERD	        NA	    MUELLER	        NA	10	11	1989		
       621	   276	    3858	 3858	      GERD	        NA	  SCHNEIDER	        NA	10	11	1954	     0	  11.2

       622	   276	    3847	 3847	      GERD	        NA	    MUELLER	        NA	10	11	1989		
       622	   276	    4072	 4072	      GERD	        NA	  SCHNEIDER	        NA	10	11	1955	     0	  11.2

       623	    14	    1292	 1292	     PETER	        NA	 ZIMMERMANN	        NA	29	11	1994		
       623	    14	    4604	 4604	     PETER	        NA	 ZIMMERMANN	        NA	24	11	1964	     0	  11.2

       624	   273	    3478	 3478	      PAUL	        NA	   PFEIFFER	        NA	20	10	1956		
       624	   273	    3769	 3769	     FRANK	        NA	   PFEIFFER	        NA	20	10	1945	     0	  11.2

       625	   273	    2904	 2904	     PAFUL	        NA	   PFEIFFER	        NA	20	10	1956		
       625	   273	    3769	 3769	     FRANK	        NA	   PFEIFFER	        NA	20	10	1945	     0	  11.2

       626	   272	    6045	 6045	   BARBARA	        NA	    MUELLER	        NA	 1	 4	1982		
       626	   272	    6785	 6785	  BARBANRA	        NA	    MUELLER	        NA	 1	 4	1982	     0	  11.2

       627	   271	     375	  375	   CARSTEN	        NA	  SCHNEIDER	        NA	22	 1	1944		
       627	   271	    1129	 1129	   CARSTEN	        NA	  SCHNEIDER	        NA	21	12	1944	     0	  11.1

       628	   270	    8002	 8002	     ERIKA	        NA	    SCHMIDT	        NA	11	 9	1999		
       628	   270	    8492	 8492	     ERIKA	        NA	    SCHMIDT	        NA	11	11	1999	     0	  11.1

       629	   269	    6602	 6602	   MARMION	        NA	     SOMMER	        NA	 4	 4	1928		
       629	   269	    7001	 7001	    MARION	        NA	     SOMMER	        NA	 4	 4	1928	     0	  11.1

       630	   268	    8325	 8325	   SUSANNE	        NA	       KOCH	        NA	31	12	1981		
       630	   268	    9654	 9654	   SUSANNE	        NA	       KOCH	        NA	 8	12	1981	     0	  11.1

       631	   267	    3362	 3362	    MARTIN	        NA	    MUELLER	        NA	21	 9	2007		
       631	   267	    3657	 3657	    MARTIN	        NA	    MUELLER	        NA	13	 9	2007	     0	  11.1

       632	   266	    1016	 1016	   JUERGEN	        NA	   SCHUSTER	        NA	21	11	1968		
       632	   266	    6371	 6371	  GABRIELE	        NA	   SCHUSTER	        NA	21	11	1943	     0	  11.1

       633	   265	    1707	 1707	   MICHAEL	        NA	   SCHUSTER	        NA	13	 1	1968		
       633	   265	    6253	 6253	     PETRA	        NA	   SCHUSTER	        NA	13	 1	1969	     0	  11.1

       634	   264	    4442	 4442	   STEFIAN	        NA	      FUCHS	        NA	26	 4	1997		
       634	   264	    4979	 4979	    STEFAN	        NA	      FUCHS	        NA	26	 4	1997	     0	  11.1

       635	   263	    1604	 1604	   THOIMAS	        NA	      FUCHS	        NA	27	 9	1958		
       635	   263	    1644	 1644	    THOMAS	        NA	      FUCHS	        NA	27	 9	1958	     0	  11.1

       636	   262	    5060	 5060	    URSULA	        NA	   SCHAEFER	        NA	25	12	1997		
       636	   262	    5517	 5517	    URSULA	        NA	   SCHAEFER	        NA	25	21	1997	     0	  11.1

       637	   261	    5892	 5892	      ILSE	        NA	    MUELLER	        NA	11	 8	1957		
       637	   261	    6910	 6910	      ILSE	        NA	    MUELLER	        NA	11	 5	1945	     0	  11.1

       638	   260	    8854	 8854	    HELGAM	        NA	    WINKLER	        NA	23	 3	1959		
       638	   260	    9648	 9648	     HELGA	        NA	    WINKLER	        NA	23	 3	1959	     0	  11.1

       639	   259	    1325	 1325	      JENS	        NA	    FISCHER	        NA	 5	11	1968		
       639	   259	    2037	 2037	     JJENS	        NA	    FISCHER	        NA	 5	11	1968	     0	  11.1

       640	   171	    4226	 4226	      HANS	        NA	      ENGEL	        NA	19	10	1962		
       640	   171	    5048	 5048	 CHRISTINE	        NA	      ENGEL	        NA	15	10	1962	     0	  11.1

       641	   151	    6644	 6644	   BARBARA	        NA	      VOIGT	        NA	19	12	1995		
       641	   151	    8037	 8037	    GISELA	        NA	      VOIGT	        NA	19	12	1963	     0	  11.1

       642	   151	    7805	 7805	   BARBARA	        NA	      VOIGT	        NA	19	12	1996		
       642	   151	    8037	 8037	    GISELA	        NA	      VOIGT	        NA	19	12	1963	     0	  11.1

       643	   255	    3950	 3950	      HANS	        NA	    MUELLER	        NA	15	 8	1990		
       643	   255	    4017	 4017	      HANS	        NA	    MUELLER	        NA	15	 7	1990	     0	  11.1

       644	   254	     976	  976	    THOMAS	        NA	    NEUMANN	        NA	 6	11	1958		
       644	   254	    1489	 1489	    THOMAS	        NA	    NEUMANN	        NA	 3	11	1978	     0	  11.1

       645	   253	    7129	 7129	    SABINE	        NA	      LANGE	        NA	26	 1	1953		
       645	   253	    9389	 9389	    SABINE	        NA	      LANGE	        NA	 5	 1	1953	     0	  11.1

       646	   252	    8781	 8781	   IRMGARD	        NA	      VOGDL	        NA	12	11	1966		
       646	   252	    9126	 9126	   IRMGARD	        NA	      VOGEL	        NA	12	11	1966	     0	  11.1

       647	   251	    7666	 7666	     ELKBE	        NA	     LUDWIG	        NA	28	 3	1981		
       647	   251	    9201	 9201	      ELKE	        NA	     LUDWIG	        NA	28	 3	1981	     0	  11.1

       648	   250	     940	  940	  THORSTEN	        NA	    MUELLER	        NA	12	 9	1938		
       648	   250	    1471	 1471	 THORSATEN	        NA	    MUELLER	        NA	12	 9	1938	     0	  11.0

       649	   249	    1266	 1266	    DIETER	        NA	      MEYER	        NA	 4	11	1991		
       649	   249	    2179	 2179	    DIETER	        NA	      MEYER	        NA	 2	11	1991	     0	  11.0

       650	   248	    7234	 7234	    GERDAY	        NA	      VOGEL	        NA	 4	 8	1994		
       650	   248	    8981	 8981	     GERDA	        NA	      VOGEL	        NA	 4	 8	1994	     0	  11.0

       651	   247	    9636	 9636	   ANNETTE	        NA	     FRANKE	        NA	30	 1	1985		
       651	   247	    9818	 9818	    GISELA	        NA	     FRANKE	        NA	30	 1	1974	     0	  11.0

       652	   246	    5222	 5222	  CORNELIA	        NA	     JAEGER	        NA	17	11	1977		
       652	   246	    8239	 8239	    SABINE	        NA	     JAEGER	        NA	15	11	1977	     0	  11.0

       653	   245	    6028	 6028	     HELGA	        NA	     KRAUSE	        NA	22	12	1971		
       653	   245	    8012	 8012	    HELYGA	        NA	     KRAUSE	        NA	22	12	1971	     0	  11.0

       654	   244	    7041	 7041	    GISELA	        NA	       KOCH	        NA	 7	 1	1939		
       654	   244	    7388	 7388	   GISIELA	        NA	       KOCH	        NA	 7	 1	1939	     0	  11.0

       655	   243	    1118	 1118	 CHRISTIAN	        NA	     BECKER	        NA	 6	10	1998		
       655	   243	    3173	 3173	 CHRISTIAN	        NA	     BECKER	        NA	18	10	1925	     0	  11.0

       656	   242	    1784	 1784	   GERHARD	        NA	      MEYER	        NA	24	10	1948		
       656	   242	    2992	 2992	   GERHARD	        NA	      MEYER	        NA	24	10	1947	     0	  11.0

       657	   241	    7394	 7394	 ELISABETH	        NA	    MUELLER	        NA	20	 8	1947		
       657	   241	    9778	 9778	ELISABIETH	        NA	    MUELLER	        NA	20	 8	1947	     0	  11.0

       658	   192	    1721	 1721	    MARKUS	        NA	    MUELLER	        NA	14	11	1992		
       658	   192	    2359	 2359	    MARKUS	        NA	      MAIER	        NA	14	11	1973	     0	  11.0

       659	   239	    7391	 7391	   BARBARA	        NA	    SCHMITT	        NA	31	 3	1965		
       659	   239	    7967	 7967	   BARBARA	        NA	    SCHMIDT	        NA	31	 3	1975	     0	  11.0

       660	   238	    1848	 1848	   THOMAMS	        NA	     BERGER	        NA	23	 3	1984		
       660	   238	    3901	 3901	    THOMAS	        NA	     BERGER	        NA	23	 3	1984	     0	  11.0

       661	   237	    1705	 1705	   HELMWUT	        NA	     BERGER	        NA	27	 7	1955		
       661	   237	    3842	 3842	    HELMUT	        NA	     BERGER	        NA	27	 7	1955	     0	  11.0

       662	   236	    7991	 7991	     HELGA	        NA	    SCHMITZ	        NA	 8	 1	1970		
       662	   236	    8760	 8760	    HELMGA	        NA	    SCHMITZ	        NA	 8	 1	1970	     0	  11.0

       663	   234	    5107	 5107	     EDITH	        NA	       OTTO	        NA	14	10	1973		
       663	   234	    7537	 7537	   SUSANNE	        NA	       OTTO	        NA	14	10	1964	     0	  11.0

       664	   234	    5107	 5107	     EDITH	        NA	       OTTO	        NA	14	10	1973		
       664	   234	    7563	 7563	   SUSANNE	        NA	       OTTO	        NA	14	10	1764	     0	  11.0

       665	   233	    2058	 2058	   JUERGEN	        NA	       OTTO	        NA	13	 1	1949		
       665	   233	    2748	 2748	   CARSTEN	        NA	       OTTO	        NA	13	 1	1983	     0	  11.0

       666	   203	    4750	 4750	      RALF	        NA	     LUDWIG	        NA	19	11	1989		
       666	   203	    7230	 7230	      RUTH	        NA	     LUDWIG	        NA	19	11	1994	     0	  10.9

       667	   231	    5425	 5425	     KARIN	        NA	     LUDWIG	        NA	11	 1	1998		
       667	   231	    9467	 9467	  ANGELIKA	        NA	     LUDWIG	        NA	11	 1	1988	     0	  10.9

